le_id,sub_prof_id,limit_id,client_id,limit_class,limit_type,limit_advised_indicator,limit_product_code,limit_product_name,activated_limit_indicator,activated_limit_status,activated_limit_class,activated_limit_type,sanctioned_amount,utilized_amount,available_amount,start_date,maturity_date,mth_end,src,cty
LE001,SP001,30000508,C100220,CO-BORROWER LIMIT,INNER,N,CRRISKSRWR,LIMIT-RECEIVABLE SERVICES WITHOUT RECOURSE,Y,Active,CO-BORROWER LIMIT,INNER,68597,25714,42883,2018-07-28,2029-12-23,2024-12-31,SCI,SG
LE001,SP001,30000509,C100954,CO-BORROWER LIMIT,INNER,Y,TRSCFIVEPR,VENDOR PREPAY FINANCING,Y,Active,CO-BORROWER LIMIT,CONTROL,170846,39134,131712,2018-05-26,2030-06-30,2024-12-31,SCI,SG
LE001,SP001,30000510,C100664,MAIN BORROWER LIMIT,INNER,N,GMGMKTLMSS,LIMIT-MARKETABLE SECURITIES (TM - LIQUIDITY),N,Inactive,MAIN BORROWER LIMIT,CONTROL,70901,32064,38837,2023-12-23,2028-12-27,2024-12-31,SCI,SG
LE001,SP001,30000511,C100628,CO-BORROWER LIMIT,INNER,N,TROEXFINN,EXPORT INVOICE FINANCING,Y,Active,CO-BORROWER LIMIT,INNER,213300,131850,81450,2018-06-12,2029-02-13,2024-12-31,SCI,SG
LE001,SP001,30000512,C100869,MAIN BORROWER LIMIT,OUTER,Y,GMGMKTFLPO,LIMIT-FX PRE-SETTLEMENT - OVERALL,Y,Active,MAIN BORROWER LIMIT,INNER,154780,106703,48077,2018-01-25,2030-06-20,2024-12-31,SCI,SG
LE001,SP001,30000513,C100404,CO-BORROWER LIMIT,INNER,N,TRLCISOLIS,IMPORT LCS - SECURED,N,Inactive,CO-BORROWER LIMIT,CONTROL,128162,117777,10385,2020-03-19,2027-10-16,2024-12-31,SCI,SG
LE001,SP001,30000514,C100188,MAIN BORROWER LIMIT,OUTER,N,TRGTEEFING,FINANCIAL GUARANTEES / SBLC (TRADE),N,Inactive,MAIN BORROWER LIMIT,CONTROL,65672,47596,18076,2022-06-30,2027-10-15,2024-12-31,SCI,SG
LE001,SP001,30000515,C100406,MAIN BORROWER LIMIT,OUTER,Y,GMGMKTM SLC,LIMIT-MARKETABLE SECURITIES (TM - CAPITAL),N,Inactive,MAIN BORROWER LIMIT,OUTER,91420,68001,23419,2018-12-24,2027-04-27,2024-12-31,SCI,SG
LE001,SP001,30000516,C100106,CO-BORROWER LIMIT,CONTROL,Y,TRLCISBBLC,BACK-TO-BACK LCS SECURED,N,Inactive,CO-BORROWER LIMIT,INNER,346414,88827,257587,2016-08-01,2028-06-11,2024-12-31,SCI,SG
LE001,SP001,30000517,C100453,MAIN BORROWER LIMIT,OUTER,N,LELOANRTLN,REVOLVING TERM LOANS,Y,Active,CO-BORROWER LIMIT,INNER,268583,222337,46246,2019-08-14,2029-11-19,2024-12-31,SCI,SG
LE001,SP001,30000518,C100957,CO-BORROWER LIMIT,CONTROL,N,CRRISKRDWR,LIMIT-RECEIVABLES DISCOUNTING-CAT5,N,Inactive,CO-BORROWER LIMIT,OUTER,61233,35622,25611,2019-09-26,2030-05-23,2024-12-31,SCI,SG
LE001,SP001,30000519,C100766,CO-BORROWER LIMIT,CONTROL,N,CRRISKLOIF,LIMIT-OIF (CAT5),Y,Active,CO-BORROWER LIMIT,INNER,179751,96292,83459,2023-11-08,2029-04-30,2024-12-31,SCI,SG
LE001,SP001,30000520,C100315,CO-BORROWER LIMIT,INNER,Y,TRLBDCLBD,LOCAL BILLS DISCOUNTED,Y,Active,MAIN BORROWER LIMIT,INNER,345030,106298,238732,2018-11-09,2026-11-25,2024-12-31,SCI,SG
LE001,SP001,30000521,C100704,CO-BORROWER LIMIT,INNER,Y,GMGMKTSYND,SYNDICATIONS,N,Inactive,CO-BORROWER LIMIT,CONTROL,30656,7912,22744,2024-10-10,2029-12-04,2024-12-31,SCI,SG
LE001,SP001,30000522,C100382,MAIN BORROWER LIMIT,INNER,N,CACOLLCHQP,CHEQUES PURCHASED,Y,Active,MAIN BORROWER LIMIT,CONTROL,280228,199916,80312,2020-06-26,2028-12-21,2024-12-31,SCI,SG
LE001,SP001,30000523,C100225,CO-BORROWER LIMIT,OUTER,N,LELOANMORT,COMMERCIAL/ INDUSTRIAL MORTGAGE,Y,Active,CO-BORROWER LIMIT,CONTROL,83899,65174,18725,2017-03-06,2028-05-17,2024-12-31,SCI,SG
LE001,SP001,30000524,C100291,CO-BORROWER LIMIT,INNER,Y,GMGMKT PMLN,LIMIT-PRECIOUS METAL LOANS,Y,Active,MAIN BORROWER LIMIT,CONTROL,287966,132409,155557,2019-10-12,2028-05-18,2024-12-31,SCI,SG
LE001,SP001,30000525,C100717,CO-BORROWER LIMIT,OUTER,N,TROEXFODP,EXPORT BILLS DISCOUNTING D/P,Y,Active,CO-BORROWER LIMIT,OUTER,75867,16489,59378,2023-09-17,2028-06-07,2024-12-31,SCI,SG
LE001,SP001,30000526,C100275,MAIN BORROWER LIMIT,CONTROL,N,TRLIMISTTL,LIMIT-SHORT TERM TRADE LIMIT,Y,Active,MAIN BORROWER LIMIT,INNER,26772,6571,20201,2020-02-22,2028-08-07,2024-12-31,SCI,SG
LE001,SP001,30000527,C100804,CO-BORROWER LIMIT,INNER,N,TRRFACRECS,RECEIVABLES SERVICES,N,Inactive,CO-BORROWER LIMIT,OUTER,31966,3210,28756,2016-02-27,2029-01-19,2024-12-31,SCI,SG
LE001,SP001,30000528,C100073,CO-BORROWER LIMIT,OUTER,Y,LELOANBEFF,PRODUCT LELOANBEFF,N,Inactive,CO-BORROWER LIMIT,OUTER,170772,27283,143489,2016-03-29,2028-03-31,2024-12-31,SCI,SG
LE001,SP001,30000529,C100394,CO-BORROWER LIMIT,OUTER,N,LELOANAPP,GUARANTEED INSTALLMENT LOAN,Y,Active,CO-BORROWER LIMIT,OUTER,211023,109526,101497,2022-07-09,2029-07-03,2024-12-31,SCI,SG
LE001,SP001,30000530,C100398,CO-BORROWER LIMIT,INNER,Y,TRGTEESG,SHIPPING GUARANTEES,N,Inactive,CO-BORROWER LIMIT,CONTROL,65886,34183,31703,2022-01-06,2029-07-20,2024-12-31,SCI,SG
LE001,SP001,30000531,C100653,CO-BORROWER LIMIT,OUTER,N,LELOANMILCM,MORTGAGE LOANS-COMMERCIAL,Y,Active,CO-BORROWER LIMIT,OUTER,308227,80869,227358,2019-12-27,2028-09-02,2024-12-31,SCI,SG
LE001,SP001,30000532,C100015,MAIN BORROWER LIMIT,INNER,N,LEGINTSBL C,COMMERCIAL STANDBY L/C'S,Y,Active,MAIN BORROWER LIMIT,OUTER,30899,17704,13195,2017-02-09,2029-07-08,2024-12-31,SCI,SG
LE001,SP001,30000533,C100704,MAIN BORROWER LIMIT,INNER,N,TRIMPFATR,ACCEPTANCE AGAINST TRUST RECEIPTS,Y,Active,MAIN BORROWER LIMIT,CONTROL,152347,92441,59906,2016-05-03,2030-05-11,2024-12-31,SCI,SG
LE001,SP001,30000534,C100061,MAIN BORROWER LIMIT,INNER,N,TRIMPFINFN,IMPORT INVOICE FINANCING,N,Inactive,MAIN BORROWER LIMIT,OUTER,48483,23711,24772,2021-04-21,2029-12-25,2024-12-31,SCI,SG
LE001,SP001,30000535,C100807,CO-BORROWER LIMIT,INNER,N,LELOANBILN,BUSINESS INSTALLMENT LOANS,Y,Active,CO-BORROWER LIMIT,CONTROL,84809,14524,70285,2024-05-31,2029-07-28,2024-12-31,SCI,SG
LE001,SP001,30000536,C100723,CO-BORROWER LIMIT,CONTROL,Y,TRLCISOLU,IMPORT LCS - UNSECURED,N,Inactive,MAIN BORROWER LIMIT,CONTROL,170654,61930,108724,2016-08-23,2029-06-24,2024-12-31,SCI,SG
LE001,SP001,30000537,C100281,MAIN BORROWER LIMIT,OUTER,N,TROEXFOB,EXPORT BILLS DISCOUNTING,Y,Active,MAIN BORROWER LIMIT,CONTROL,68843,26187,42656,2024-11-06,2030-06-06,2024-12-31,SCI,SG
LE001,SP001,30000538,C100518,CO-BORROWER LIMIT,CONTROL,Y,SSCUSTLOVR,LIMIT-OVERNIGHT CUSTODY SERVICES,Y,Active,CO-BORROWER LIMIT,CONTROL,110795,29350,81445,2016-10-08,2027-03-17,2024-12-31,SCI,SG
LE001,SP001,30000539,C100674,CO-BORROWER LIMIT,OUTER,N,GMGMKTLAR2,LIMIT-ACR (CAT 2),Y,Active,CO-BORROWER LIMIT,CONTROL,445206,135705,309501,2020-04-05,2030-06-12,2024-12-31,SCI,SG
LE001,SP001,30000540,C100329,MAIN BORROWER LIMIT,OUTER,N,LELOANTLN,TERM LOANS,Y,Active,MAIN BORROWER LIMIT,OUTER,91409,19266,72143,2024-07-03,2027-12-26,2024-12-31,SCI,SG
LE001,SP001,30000541,C100109,CO-BORROWER LIMIT,OUTER,Y,LELOANMLRS,MORTGAGE LOANS-RESIDENTIAL,Y,Active,CO-BORROWER LIMIT,CONTROL,375379,184280,191099,2017-11-10,2030-10-14,2024-12-31,SCI,SG
LE001,SP001,30000542,C100604,CO-BORROWER LIMIT,OUTER,N,CRRISKCOLL,LIMIT-INDIRECT RISK-COLLATERAL,N,Inactive,MAIN BORROWER LIMIT,CONTROL,52590,25888,26702,2023-12-17,2029-06-23,2024-12-31,SCI,SG
LE001,SP001,30000543,C100820,MAIN BORROWER LIMIT,INNER,N,SSCUSTLDAY,LIMIT-INTRADAY CUSTODY SERVICES,N,Inactive,MAIN BORROWER LIMIT,INNER,276455,211439,65016,2024-03-15,2030-04-24,2024-12-31,SCI,SG
LE001,SP001,30000544,C100272,MAIN BORROWER LIMIT,CONTROL,Y,TRIMPFOIML,IMPORT LOAN,Y,Active,MAIN BORROWER LIMIT,CONTROL,688016,94538,593478,2016-09-21,2028-02-24,2024-12-31,SCI,SG
LE001,SP001,30000545,C100544,CO-BORROWER LIMIT,OUTER,Y,TRGTEECUBG,BOND & GUARANTEES,N,Inactive,CO-BORROWER LIMIT,OUTER,13743,7594,6149,2018-08-06,2029-03-07,2024-12-31,SCI,SG
LE001,SP001,30000546,C100764,MAIN BORROWER LIMIT,CONTROL,N,GMGMKTLMSS,LIMIT-MARKETABLE SECURITIES (NON-TM),N,Inactive,MAIN BORROWER LIMIT,INNER,73357,61953,11404,2022-12-26,2027-11-12,2024-12-31,SCI,SG
LE001,SP001,30000547,C100563,CO-BORROWER LIMIT,CONTROL,N,TRIMPFILTR,LOANS AGAINST TRUST RECEIPTS,Y,Active,CO-BORROWER LIMIT,INNER,289836,258002,31834,2021-04-28,2029-12-08,2024-12-31,SCI,SG
LE001,SP001,30000548,C100332,CO-BORROWER LIMIT,INNER,N,GMGMKTLABS,LIMIT-ASSET BACKED SECURITIES (NON-ALM),Y,Active,CO-BORROWER LIMIT,CONTROL,132847,35423,97424,2018-09-27,2028-01-20,2024-12-31,SCI,SG
LE001,SP001,30000549,C100384,CO-BORROWER LIMIT,INNER,N,TRECBCNBCND,CREDIT BILLS NEGOTIATED - DISCREPANT,Y,Active,CO-BORROWER LIMIT,CONTROL,235895,19153,216742,2021-08-31,2030-03-12,2024-12-31,SCI,SG
LE001,SP001,30000550,C100016,MAIN BORROWER LIMIT,INNER,Y,LEODREOD,OVERDRAFT,N,Inactive,MAIN BORROWER LIMIT,INNER,88966,6185,82781,2017-02-13,2028-05-26,2024-12-31,SCI,SG
LE001,SP001,30000551,C100941,MAIN BORROWER LIMIT,OUTER,Y,GMGMKTLAAR,LIMIT-ACR (CAT 3),Y,Active,CO-BORROWER LIMIT,CONTROL,177475,48782,128693,2021-12-25,2028-07-15,2024-12-31,SCI,SG
LE001,SP001,30000552,C100094,CO-BORROWER LIMIT,CONTROL,N,TRGTEEIOFG,SILENT PAYMENT GTEE - OIF,N,Inactive,CO-BORROWER LIMIT,INNER,139291,28639,110652,2017-02-14,2030-10-17,2024-12-31,SCI,SG
LE001,SP001,30000553,C100590,MAIN BORROWER LIMIT,CONTROL,N,LELOANSTLN,SHORT TERM LOANS,Y,Active,MAIN BORROWER LIMIT,INNER,523232,63117,460115,2024-03-24,2028-09-22,2024-12-31,SCI,SG
LE001,SP001,30000554,C100356,CO-BORROWER LIMIT,INNER,N,LEODREAYE,LIMIT-INTRADAY OVERDRAFT,Y,Active,CO-BORROWER LIMIT,CONTROL,209907,133815,76092,2018-02-06,2026-12-01,2024-12-31,SCI,SG
LE001,SP001,30000555,C100649,CO-BORROWER LIMIT,OUTER,N,GMGMKTLRBR,LIMIT-REPOS ACR (CAT 2),Y,Active,CO-BORROWER LIMIT,OUTER,228114,78505,149609,2017-01-11,2028-02-03,2024-12-31,SCI,SG
LE001,SP001,30000556,C100156,MAIN BORROWER LIMIT,CONTROL,N,CRRISKSRWR,LIMIT-RECEIVABLE SERVICES WITHOUT RECOURSE,Y,Active,MAIN BORROWER LIMIT,CONTROL,107809,61206,46603,2023-11-06,2028-02-05,2024-12-31,SCI,SG
LE001,SP001,30000557,C100442,CO-BORROWER LIMIT,INNER,Y,TRSCFIVEPR,VENDOR PREPAY FINANCING,Y,Active,CO-BORROWER LIMIT,CONTROL,99946,9432,90514,2020-05-18,2028-04-28,2024-12-31,SCI,SG
LE001,SP001,30000558,C100087,CO-BORROWER LIMIT,CONTROL,N,GMGMKTLMSS,LIMIT-MARKETABLE SECURITIES (TM - LIQUIDITY),N,Inactive,CO-BORROWER LIMIT,INNER,105602,58436,47166,2019-05-21,2029-01-25,2024-12-31,SCI,SG
LE001,SP001,30000559,C100667,MAIN BORROWER LIMIT,CONTROL,N,TROEXFINN,EXPORT INVOICE FINANCING,N,Inactive,MAIN BORROWER LIMIT,OUTER,241458,69933,171525,2020-01-13,2028-08-31,2024-12-31,SCI,SG
LE001,SP001,30000560,C100701,MAIN BORROWER LIMIT,OUTER,N,GMGMKTFLPO,LIMIT-FX PRE-SETTLEMENT - OVERALL,Y,Active,MAIN BORROWER LIMIT,INNER,106832,38467,68365,2017-07-04,2026-12-27,2024-12-31,SCI,SG
LE001,SP001,30000561,C100788,CO-BORROWER LIMIT,OUTER,N,TRLCISOLIS,IMPORT LCS - SECURED,N,Inactive,CO-BORROWER LIMIT,INNER,217461,132839,84622,2019-12-01,2027-02-07,2024-12-31,SCI,SG
LE001,SP001,30000562,C100946,MAIN BORROWER LIMIT,OUTER,N,TRGTEEFING,FINANCIAL GUARANTEES / SBLC (TRADE),Y,Active,MAIN BORROWER LIMIT,OUTER,1296787,195989,1100798,2024-03-30,2028-03-19,2024-12-31,SCI,SG
LE001,SP001,30000563,C100971,MAIN BORROWER LIMIT,INNER,Y,GMGMKTM SLC,LIMIT-MARKETABLE SECURITIES (TM - CAPITAL),N,Inactive,CO-BORROWER LIMIT,INNER,388918,27408,361510,2022-07-06,2029-11-13,2024-12-31,SCI,SG
LE001,SP001,30000564,C100216,MAIN BORROWER LIMIT,CONTROL,N,TRLCISBBLC,BACK-TO-BACK LCS SECURED,Y,Active,MAIN BORROWER LIMIT,CONTROL,117474,110786,6688,2017-01-22,2030-10-09,2024-12-31,SCI,SG
LE001,SP001,30000565,C100684,MAIN BORROWER LIMIT,INNER,N,LELOANRTLN,REVOLVING TERM LOANS,N,Inactive,MAIN BORROWER LIMIT,OUTER,541021,165342,375679,2016-01-03,2030-10-04,2024-12-31,SCI,SG
LE001,SP001,30000566,C100632,CO-BORROWER LIMIT,OUTER,N,CRRISKRDWR,LIMIT-RECEIVABLES DISCOUNTING-CAT5,N,Inactive,CO-BORROWER LIMIT,CONTROL,108220,88402,19818,2017-06-15,2028-11-14,2024-12-31,SCI,SG
LE001,SP001,30000567,C100885,MAIN BORROWER LIMIT,OUTER,Y,CRRISKLOIF,LIMIT-OIF (CAT5),N,Inactive,MAIN BORROWER LIMIT,INNER,21202,10763,10439,2016-11-24,2027-05-30,2024-12-31,SCI,SG
LE001,SP001,30000568,C100925,CO-BORROWER LIMIT,INNER,N,TRLBDCLBD,LOCAL BILLS DISCOUNTED,Y,Active,CO-BORROWER LIMIT,CONTROL,59391,52484,6907,2024-08-12,2027-01-28,2024-12-31,SCI,SG
LE001,SP001,30000569,C100253,CO-BORROWER LIMIT,INNER,N,GMGMKTSYND,SYNDICATIONS,N,Inactive,CO-BORROWER LIMIT,INNER,25064,15356,9708,2022-03-17,2029-08-30,2024-12-31,SCI,SG
LE001,SP001,30000570,C100282,MAIN BORROWER LIMIT,CONTROL,Y,CACOLLCHQP,CHEQUES PURCHASED,Y,Active,MAIN BORROWER LIMIT,OUTER,114517,103033,11484,2021-09-18,2028-02-12,2024-12-31,SCI,SG
LE001,SP001,30000571,C100155,CO-BORROWER LIMIT,INNER,N,LELOANMORT,COMMERCIAL/ INDUSTRIAL MORTGAGE,Y,Active,CO-BORROWER LIMIT,CONTROL,165780,99667,66113,2017-11-03,2030-09-13,2024-12-31,SCI,SG
LE001,SP001,30000572,C100232,CO-BORROWER LIMIT,OUTER,N,GMGMKT PMLN,LIMIT-PRECIOUS METAL LOANS,Y,Active,CO-BORROWER LIMIT,CONTROL,870164,301386,568778,2018-10-11,2027-08-04,2024-12-31,SCI,SG
LE001,SP001,30000573,C100211,MAIN BORROWER LIMIT,CONTROL,N,TROEXFODP,EXPORT BILLS DISCOUNTING D/P,N,Inactive,MAIN BORROWER LIMIT,INNER,225692,151141,74551,2018-12-25,2027-08-11,2024-12-31,SCI,SG
LE001,SP001,30000574,C100440,MAIN BORROWER LIMIT,CONTROL,N,TRLIMISTTL,LIMIT-SHORT TERM TRADE LIMIT,N,Inactive,MAIN BORROWER LIMIT,CONTROL,130731,69243,61488,2016-10-15,2027-07-08,2024-12-31,SCI,SG
LE001,SP001,30000575,C100188,CO-BORROWER LIMIT,OUTER,N,TRRFACRECS,RECEIVABLES SERVICES,N,Inactive,CO-BORROWER LIMIT,INNER,373026,341347,31679,2021-06-15,2029-05-03,2024-12-31,SCI,SG
LE001,SP001,30000576,C100763,CO-BORROWER LIMIT,OUTER,N,LELOANBEFF,PRODUCT LELOANBEFF,Y,Active,CO-BORROWER LIMIT,CONTROL,17834,9993,7841,2022-04-08,2030-03-13,2024-12-31,SCI,SG
LE001,SP001,30000577,C100237,MAIN BORROWER LIMIT,CONTROL,Y,LELOANAPP,GUARANTEED INSTALLMENT LOAN,Y,Active,MAIN BORROWER LIMIT,OUTER,205996,103428,102568,2018-01-28,2029-06-25,2024-12-31,SCI,SG
LE001,SP001,30000578,C100729,CO-BORROWER LIMIT,OUTER,N,TRGTEESG,SHIPPING GUARANTEES,Y,Active,MAIN BORROWER LIMIT,OUTER,351816,27795,324021,2016-04-13,2026-12-08,2024-12-31,SCI,SG
LE001,SP001,30000579,C100947,CO-BORROWER LIMIT,INNER,Y,LELOANMILCM,MORTGAGE LOANS-COMMERCIAL,N,Inactive,CO-BORROWER LIMIT,OUTER,37101,4063,33038,2019-12-06,2030-04-24,2024-12-31,SCI,SG
LE001,SP001,30000580,C100501,CO-BORROWER LIMIT,INNER,N,LEGINTSBL C,COMMERCIAL STANDBY L/C'S,Y,Active,CO-BORROWER LIMIT,CONTROL,510810,363593,147217,2020-08-03,2028-08-09,2024-12-31,SCI,SG
LE001,SP001,30000581,C100403,MAIN BORROWER LIMIT,CONTROL,Y,TRIMPFATR,ACCEPTANCE AGAINST TRUST RECEIPTS,Y,Active,MAIN BORROWER LIMIT,OUTER,228318,118002,110316,2020-06-02,2027-01-27,2024-12-31,SCI,SG
LE001,SP001,30000582,C100571,CO-BORROWER LIMIT,CONTROL,N,TRIMPFINFN,IMPORT INVOICE FINANCING,N,Inactive,CO-BORROWER LIMIT,INNER,107442,90891,16551,2016-03-07,2028-06-15,2024-12-31,SCI,SG
LE001,SP001,30000583,C100472,MAIN BORROWER LIMIT,INNER,Y,LELOANBILN,BUSINESS INSTALLMENT LOANS,N,Inactive,MAIN BORROWER LIMIT,OUTER,306441,143175,163266,2017-08-11,2029-05-21,2024-12-31,SCI,SG
LE001,SP001,30000584,C100092,MAIN BORROWER LIMIT,OUTER,N,TRLCISOLU,IMPORT LCS - UNSECURED,N,Inactive,MAIN BORROWER LIMIT,OUTER,1576460,636511,939949,2021-03-25,2029-05-19,2024-12-31,SCI,SG
LE001,SP001,30000585,C100025,MAIN BORROWER LIMIT,INNER,N,TROEXFOB,EXPORT BILLS DISCOUNTING,N,Inactive,MAIN BORROWER LIMIT,INNER,195216,25604,169612,2021-03-22,2030-09-24,2024-12-31,SCI,SG
LE001,SP001,30000586,C100664,MAIN BORROWER LIMIT,CONTROL,N,SSCUSTLOVR,LIMIT-OVERNIGHT CUSTODY SERVICES,Y,Active,MAIN BORROWER LIMIT,CONTROL,208609,78572,130037,2018-12-25,2030-10-26,2024-12-31,SCI,SG
LE001,SP001,30000587,C100393,MAIN BORROWER LIMIT,INNER,N,GMGMKTLAR2,LIMIT-ACR (CAT 2),Y,Active,CO-BORROWER LIMIT,CONTROL,102810,85761,17049,2023-03-05,2027-10-06,2024-12-31,SCI,SG
LE001,SP001,30000588,C100889,MAIN BORROWER LIMIT,OUTER,N,LELOANTLN,TERM LOANS,Y,Active,MAIN BORROWER LIMIT,CONTROL,69574,51607,17967,2019-11-08,2028-06-21,2024-12-31,SCI,SG
LE001,SP001,30000589,C100641,MAIN BORROWER LIMIT,OUTER,N,LELOANMLRS,MORTGAGE LOANS-RESIDENTIAL,N,Inactive,CO-BORROWER LIMIT,OUTER,373373,172788,200585,2019-04-07,2029-11-25,2024-12-31,SCI,SG
LE001,SP001,30000590,C100826,MAIN BORROWER LIMIT,CONTROL,N,CRRISKCOLL,LIMIT-INDIRECT RISK-COLLATERAL,Y,Active,MAIN BORROWER LIMIT,INNER,69141,31691,37450,2019-11-26,2027-04-19,2024-12-31,SCI,SG
LE001,SP001,30000591,C100615,MAIN BORROWER LIMIT,OUTER,N,SSCUSTLDAY,LIMIT-INTRADAY CUSTODY SERVICES,Y,Active,MAIN BORROWER LIMIT,OUTER,174829,16438,158391,2023-03-12,2027-02-28,2024-12-31,SCI,SG
LE001,SP001,30000592,C100668,CO-BORROWER LIMIT,OUTER,Y,TRIMPFOIML,IMPORT LOAN,Y,Active,CO-BORROWER LIMIT,CONTROL,100946,32161,68785,2023-11-15,2027-02-16,2024-12-31,SCI,SG
LE001,SP001,30000593,C100111,CO-BORROWER LIMIT,OUTER,Y,TRGTEECUBG,BOND & GUARANTEES,Y,Active,CO-BORROWER LIMIT,CONTROL,262755,153835,108920,2016-01-11,2030-01-02,2024-12-31,SCI,SG
LE001,SP001,30000594,C100181,CO-BORROWER LIMIT,CONTROL,N,GMGMKTLMSS,LIMIT-MARKETABLE SECURITIES (NON-TM),N,Inactive,CO-BORROWER LIMIT,INNER,227217,86731,140486,2020-08-09,2027-03-26,2024-12-31,SCI,SG
LE001,SP001,30000595,C100776,CO-BORROWER LIMIT,CONTROL,Y,TRIMPFILTR,LOANS AGAINST TRUST RECEIPTS,Y,Active,CO-BORROWER LIMIT,INNER,459337,240852,218485,2018-12-22,2028-01-11,2024-12-31,SCI,SG
LE001,SP001,30000596,C100712,MAIN BORROWER LIMIT,CONTROL,Y,GMGMKTLABS,LIMIT-ASSET BACKED SECURITIES (NON-ALM),Y,Active,MAIN BORROWER LIMIT,CONTROL,97731,91717,6014,2019-06-07,2030-09-18,2024-12-31,SCI,SG
LE001,SP001,30000597,C100619,CO-BORROWER LIMIT,INNER,N,TRECBCNBCND,CREDIT BILLS NEGOTIATED - DISCREPANT,Y,Active,CO-BORROWER LIMIT,CONTROL,124259,45785,78474,2023-05-27,2030-04-19,2024-12-31,SCI,SG
LE001,SP001,30000598,C100576,CO-BORROWER LIMIT,CONTROL,N,LEODREOD,OVERDRAFT,Y,Active,CO-BORROWER LIMIT,CONTROL,61159,15867,45292,2021-08-07,2027-12-09,2024-12-31,SCI,SG
LE001,SP001,30000599,C100001,MAIN BORROWER LIMIT,OUTER,N,GMGMKTLAAR,LIMIT-ACR (CAT 3),N,Inactive,MAIN BORROWER LIMIT,OUTER,104370,80323,24047,2020-03-16,2029-03-04,2024-12-31,SCI,SG
LE001,SP001,30000600,C100046,CO-BORROWER LIMIT,INNER,N,TRGTEEIOFG,SILENT PAYMENT GTEE - OIF,N,Inactive,MAIN BORROWER LIMIT,CONTROL,237352,72027,165325,2015-12-30,2027-03-26,2024-12-31,SCI,SG
LE001,SP001,30000601,C100315,CO-BORROWER LIMIT,CONTROL,N,LELOANSTLN,SHORT TERM LOANS,N,Inactive,CO-BORROWER LIMIT,INNER,346968,141023,205945,2018-06-23,2030-04-22,2024-12-31,SCI,SG
LE001,SP001,30000602,C100983,MAIN BORROWER LIMIT,OUTER,Y,LEODREAYE,LIMIT-INTRADAY OVERDRAFT,N,Inactive,MAIN BORROWER LIMIT,INNER,64720,56600,8120,2015-12-01,2027-01-19,2024-12-31,SCI,SG
LE001,SP001,30000603,C100661,MAIN BORROWER LIMIT,INNER,Y,GMGMKTLRBR,LIMIT-REPOS ACR (CAT 2),Y,Active,MAIN BORROWER LIMIT,INNER,388328,181047,207281,2020-03-19,2027-03-02,2024-12-31,SCI,SG
LE001,SP001,30000604,C100855,CO-BORROWER LIMIT,CONTROL,N,CRRISKSRWR,LIMIT-RECEIVABLE SERVICES WITHOUT RECOURSE,Y,Active,CO-BORROWER LIMIT,OUTER,631364,359661,271703,2021-02-19,2028-11-01,2024-12-31,SCI,SG
LE001,SP001,30000605,C100067,MAIN BORROWER LIMIT,INNER,N,TRSCFIVEPR,VENDOR PREPAY FINANCING,Y,Active,MAIN BORROWER LIMIT,CONTROL,246085,198877,47208,2018-06-15,2030-04-01,2024-12-31,SCI,SG
LE001,SP001,30000606,C100398,MAIN BORROWER LIMIT,CONTROL,Y,GMGMKTLMSS,LIMIT-MARKETABLE SECURITIES (TM - LIQUIDITY),N,Inactive,MAIN BORROWER LIMIT,INNER,1063202,732393,330809,2021-10-23,2029-03-04,2024-12-31,SCI,SG
LE001,SP001,30000607,C100088,CO-BORROWER LIMIT,OUTER,N,TROEXFINN,EXPORT INVOICE FINANCING,N,Inactive,CO-BORROWER LIMIT,CONTROL,75072,24179,50893,2023-08-07,2028-12-13,2024-12-31,SCI,SG
LE001,SP001,30000608,C100803,MAIN BORROWER LIMIT,OUTER,N,GMGMKTFLPO,LIMIT-FX PRE-SETTLEMENT - OVERALL,Y,Active,CO-BORROWER LIMIT,CONTROL,46879,8844,38035,2021-01-15,2029-07-25,2024-12-31,SCI,SG
LE001,SP001,30000609,C100750,CO-BORROWER LIMIT,INNER,Y,TRLCISOLIS,IMPORT LCS - SECURED,N,Inactive,CO-BORROWER LIMIT,CONTROL,27481,18111,9370,2023-05-15,2028-01-02,2024-12-31,SCI,SG
LE001,SP001,30000610,C100741,MAIN BORROWER LIMIT,INNER,N,TRGTEEFING,FINANCIAL GUARANTEES / SBLC (TRADE),N,Inactive,CO-BORROWER LIMIT,OUTER,726536,485578,240958,2018-03-11,2027-05-05,2024-12-31,SCI,SG
LE001,SP001,30000611,C100341,CO-BORROWER LIMIT,OUTER,Y,GMGMKTM SLC,LIMIT-MARKETABLE SECURITIES (TM - CAPITAL),N,Inactive,CO-BORROWER LIMIT,OUTER,313127,178420,134707,2021-05-10,2030-06-08,2024-12-31,SCI,SG
LE001,SP001,30000612,C100913,MAIN BORROWER LIMIT,INNER,Y,TRLCISBBLC,BACK-TO-BACK LCS SECURED,Y,Active,MAIN BORROWER LIMIT,INNER,153954,100687,53267,2021-10-19,2027-09-09,2024-12-31,SCI,SG
LE001,SP001,30000613,C100161,CO-BORROWER LIMIT,OUTER,Y,LELOANRTLN,REVOLVING TERM LOANS,N,Inactive,CO-BORROWER LIMIT,OUTER,215338,115911,99427,2018-09-11,2028-08-21,2024-12-31,SCI,SG
